TreeSHAP::dX,TreeSHAP::VEC,TreeSHAP::sigma,TreeSHAP::dHmix,TreeSHAP::dSmix,base_value_K,fitted_TC_K,observed_TC_K,reference_id
14.08083173951682,-82.01351249534096,-5.227306929617613,4.322736373995868,-20.857321995035182,209.0496451227669,119.35507181628603,120.0,[23]
-21.223266600256885,-67.80605505040283,0.6372626871007789,0.2347087325124754,22.19982628489723,209.0496451227669,143.09212117661735,144.0,[24]
-21.223266600256885,-67.80605505040283,0.6372626871007789,0.2347087325124754,22.19982628489723,209.0496451227669,143.09212117661735,143.0,[24]
-21.223266600256885,-67.80605505040283,0.6372626871007789,0.2347087325124754,22.19982628489723,209.0496451227669,143.09212117661735,146.0,[24]
-21.223266600256885,-67.80605505040283,0.6372626871007789,0.2347087325124754,22.19982628489723,209.0496451227669,143.09212117661735,139.0,[24]
-32.997579846272835,21.0494190320431,-61.87849164817107,-2.346116990429094,86.25194952733027,209.0496451227669,219.1288251972674,219.0,[25]
-28.766343227621064,40.776027402042914,-55.91570342367526,29.156406795984076,90.34970743569552,209.0496451227669,284.6497401051925,285.0,[25]
-34.979865713172494,19.192709780723295,-61.42267712549433,26.77254284605499,88.63687672023123,209.0496451227669,247.2492316311098,247.0,[25]
0.5739146540314476,52.96652298719239,72.19553410422125,21.783848493076047,55.24799286287617,209.0496451227669,411.8174582241636,412.0,[26]
46.47891323947772,112.93908760805601,88.38384434327236,34.57749267959405,68.51806568408117,209.0496451227669,559.9470486772489,560.0,[27]
55.37268689925152,-68.89942683366242,-15.909393989847173,4.614012666984118,-19.58622039003799,209.0496451227669,164.64130347545466,163.0,[28]
21.197826204965065,20.673177219535543,63.61429659374203,23.672769697974886,-10.283224725107997,209.0496451227669,327.9244901138764,322.0,[29]
21.197826204965065,20.673177219535543,63.61429659374203,23.672769697974886,-10.283224725107997,209.0496451227669,327.9244901138764,334.0,[29]
19.26202765660091,49.74524078887481,54.82768301436934,-9.604412106835962,16.544520823605453,209.0496451227669,339.8247052993815,340.0,[30]
-60.70785646430043,1.9414227586629362,19.484854601399075,-12.50885093161265,-21.982927111436982,209.0496451227669,135.27628797547882,137.0,[31]
