feature_set,model,fold,train_references,test_references,test_tc_min,test_tc_max,test_tc_mean
hea,Ridge,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
hea,Ridge,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
hea,Ridge,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
hea,Ridge,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
hea,Ridge,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
hea,Ridge,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
hea,Ridge,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
hea,Ridge,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
hea,Ridge,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
hea,Ridge,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
hea,RandomForest,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
hea,RandomForest,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
hea,RandomForest,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
hea,RandomForest,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
hea,RandomForest,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
hea,RandomForest,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
hea,RandomForest,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
hea,RandomForest,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
hea,RandomForest,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
hea,RandomForest,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
hea,GradientBoosting,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
hea,GradientBoosting,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
hea,GradientBoosting,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
hea,GradientBoosting,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
hea,GradientBoosting,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
hea,GradientBoosting,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
hea,GradientBoosting,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
hea,GradientBoosting,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
hea,GradientBoosting,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
hea,GradientBoosting,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
hea,SVR,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
hea,SVR,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
hea,SVR,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
hea,SVR,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
hea,SVR,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
hea,SVR,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
hea,SVR,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
hea,SVR,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
hea,SVR,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
hea,SVR,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
hea,XGBoost,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
hea,XGBoost,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
hea,XGBoost,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
hea,XGBoost,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
hea,XGBoost,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
hea,XGBoost,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
hea,XGBoost,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
hea,XGBoost,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
hea,XGBoost,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
hea,XGBoost,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
hea,LightGBM,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
hea,LightGBM,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
hea,LightGBM,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
hea,LightGBM,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
hea,LightGBM,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
hea,LightGBM,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
hea,LightGBM,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
hea,LightGBM,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
hea,LightGBM,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
hea,LightGBM,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
matminer,DummyMean,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
matminer,DummyMean,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
matminer,DummyMean,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
matminer,DummyMean,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
matminer,DummyMean,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
matminer,DummyMean,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
matminer,DummyMean,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
matminer,DummyMean,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
matminer,DummyMean,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
matminer,DummyMean,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
matminer,Ridge,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
matminer,Ridge,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
matminer,Ridge,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
matminer,Ridge,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
matminer,Ridge,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
matminer,Ridge,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
matminer,Ridge,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
matminer,Ridge,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
matminer,Ridge,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
matminer,Ridge,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
matminer,RandomForest,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
matminer,RandomForest,2,[10];[11];[12];[13];[14];[15];[16];[17];[18];[20];[21];[22];[23];[24];[25];[26];[28];[29];[2];[30];[32];[33];[35];[36];[37];[38];[39];[40];[41];[42];[4];[5];[6];[7];[8];[9],[19];[1];[27];[31];[34];[3],25.0,560.0,223.57142857142858
matminer,RandomForest,3,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[20];[33],33.6,685.0,192.2421052631579
matminer,RandomForest,4,[10];[11];[12];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[7];[8];[9],[13];[32];[5];[6],29.0,327.6,212.8714285714286
matminer,RandomForest,5,[10];[11];[12];[13];[14];[16];[17];[18];[19];[1];[20];[21];[22];[24];[25];[26];[27];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8],[15];[23];[28];[9],47.0,395.0,206.0
matminer,RandomForest,6,[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[30];[31];[32];[33];[34];[36];[37];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[10];[11];[2];[35];[38],44.0,455.0,176.15714285714287
matminer,RandomForest,7,[10];[11];[12];[13];[14];[15];[16];[19];[1];[20];[21];[22];[23];[24];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[9],[17];[18];[25];[8],39.0,736.0,251.57142857142858
matminer,RandomForest,8,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[38];[39];[3];[40];[42];[5];[6];[8];[9],[37];[41];[4];[7],9.0,387.0,197.84615384615384
matminer,RandomForest,9,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[22];[23];[25];[26];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[36];[37];[38];[3];[40];[41];[4];[5];[6];[7];[8];[9],[21];[24];[39];[42],10.0,385.0,202.41666666666666
matminer,RandomForest,10,[10];[11];[12];[13];[14];[15];[16];[17];[18];[19];[1];[20];[21];[23];[24];[25];[26];[27];[28];[2];[31];[32];[33];[34];[35];[36];[37];[38];[39];[3];[41];[42];[4];[5];[6];[7];[8];[9],[22];[29];[30];[40],35.0,340.0,183.33333333333334
matminer,GradientBoosting,1,[10];[11];[13];[15];[17];[18];[19];[1];[20];[21];[22];[23];[24];[25];[27];[28];[29];[2];[30];[31];[32];[33];[34];[35];[37];[38];[39];[3];[40];[41];[42];[4];[5];[6];[7];[8];[9],[12];[14];[16];[26];[36],8.0,412.0,242.66666666666666
