TC,H,dS,dS_ref,RC,dX,VEC,δ,dHmix,dSmix,nunfilled_mean,mag_moment_mean,avg_d_valence_electrons,bandgap_mean,melting_point_mean,electronegativity_range
102,5,7.52,7.52,686,0.3020218379124264,4.314000000000001,14.68734163128679,-33.02606336,12.04103712794456,6.08855,0.391934341194,1.791789,0,1280.46055753,0.6799999999999999
329,1,0.15,0.6518508162661288,0,0.0956943551104243,8.82,2.275182643506502,0.1259999999999992,13.22384377033875,3.220000000000001,0.8509057400000002,7.01,0,1744.7971,0.28
329,2,0.3,0.6924398223495326,0,0.0956943551104243,8.82,2.275182643506502,0.1259999999999992,13.22384377033875,3.220000000000001,0.8509057400000002,7.01,0,1744.7971,0.28
329,5,0.75,0.75,0,0.0956943551104243,8.82,2.275182643506502,0.1259999999999992,13.22384377033875,3.220000000000001,0.8509057400000002,7.01,0,1744.7971,0.28
271,5,44.9,44.9,0,0.1557981914065239,7.233099999999999,4.388676486218205,-27.86637736,14.65371741377966,3.666666666666667,0.7091398034482758,6,0.1926666666666667,1620.733333333333,0.4599999999999997
224,5,29.2,29.2,0,0.1542480377931592,7.214799999999999,4.309451003905262,-27.58254928,14.67500138889152,3.666666666666667,0.7091398034482758,6,0.1926666666666667,1620.733333333333,0.4599999999999997
232,5,1.9,1.9,0,0.1518239143086489,7.1886,4.188898706518099,-27.15767528,14.68109252014148,3.666666666666667,0.7091398034482758,6,0.1926666666666667,1620.733333333333,0.4599999999999997
235,5,2.4,2.4,0,0.1501257899244189,7.1693,4.106317451531512,-27.19792664,14.6645226198447,3.666666666666667,0.7091398034482758,6,0.1926666666666667,1620.733333333333,0.4599999999999997
327.6,5,55.3,55.3,0,0.1550058877726987,7.271,4.465178585544848,-28.02061144,14.6831325836588,3.75,0.4552691231034483,5.750000000000001,0.289,1569.55,0.4599999999999997
308.8,5,48.5,48.5,0,0.1554121224486686,7.252,4.426716927400428,-27.94306186,14.67074462456147,3.75,0.4552691231034483,5.750000000000001,0.289,1569.55,0.4599999999999997
271.3,5,44.9,44.9,0,0.1557981914065239,7.233099999999999,4.388676486218205,-27.86637736,14.65371741377966,3.75,0.4552691231034483,5.750000000000001,0.289,1569.55,0.4599999999999997
295.5,5,41.5,41.5,0,0.1561627132935893,7.214700000000001,4.350251394802165,-27.78133776,14.63237618545668,3.75,0.4552691231034483,5.750000000000001,0.289,1569.55,0.4599999999999997
