TC,H,dS,dS_ref,RC,dX,VEC,δ,dHmix,dSmix,nunfilled_mean,mag_moment_mean,avg_d_valence_electrons,bandgap_mean,melting_point_mean,electronegativity_range
148,2,0.38,0.8770904416427414,0,0.0944310477756124,8.3076,0.3045719605862321,-3.62939328,11.5180249465911,3.6,0.9104452100000001,5.5,0,1638.894,0.2999999999999998
150,2,0.28,0.6462771675262305,0,0.1040100665235206,8.1861,4.512617576679155,-8.726957239999997,12.53104627147707,3.762806,1.0720760992927,6.487278,0,1872.312793,0.25
193,2,0.37,0.8540091142310903,0,0.0930539628387743,8.34,0.305914371392437,-3.5568,11.50581750714339,3.728728728728728,1.088405776850377,6.50993250993251,0,1867.626076626077,0.25
210,2,0.4,0.9232530964660436,0,0.129582736751467,8.352899999999998,2.422986238361144,-4.428816600000001,12.70815689661962,3.701032000000001,1.0098108935405,6.560655000000001,0,1878.93761455,0.5400000000000003
560,2,1,2.308132741165109,0,0.1174904251417961,7.85,11.64995830295754,-21.53,13.71912789971153,3.780720780720781,0.714187628016928,3.588946588946589,0.7446320296320297,1817.721643821644,0.3599999999999999
455,2,0.55,1.26947300764081,0,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986,4.111111111111112,0.8792958555555557,4.333333333333333,0,1540.712222222222,0.2999999999999998
685,2,0.4,0.9232530964660436,0,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
442,2,0.75,1.7310995558738318,76.1,0.1275677325972363,7.194,5.609499465599328,-19.068928,12.7913785663413,3.831224168775832,0.7483861930158726,5.595092404907596,0.1449443120556879,1549.125766214234,0.3599999999999999
462,2,0.9,2.077319467048598,178.36,0.1275677325972363,7.194,5.609499465599328,-19.068928,12.7913785663413,3.831224168775832,0.7483861930158726,5.595092404907596,0.1449443120556879,1549.125766214234,0.3599999999999999
270,0.5,0.18,1.4727384750058383,16.2,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.00088322983736,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
270,1,0.32,1.390615074701075,36.8,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.00088322983736,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
270,2,0.56,1.292554335052461,75.6,0.0797464124073798,8.385,0.3399483341407857,-2.69316848,11.00088322983736,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
685,0.5,0.12,0.9818256500038924,18.6,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
685,1,0.22,0.956047863856989,34.2,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
685,2,0.4,0.9232530964660436,62,0.1071234776626822,7.646,5.022818341427082,-9.3354826,12.81330027856866,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
455,0.5,0.16,1.3091008666718569,12.8,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
455,1,0.28,1.2167881903634408,33.6,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
455,2,0.5,1.1540663705825545,75,0.114049399823059,7.3508,5.706817365872649,-11.39385056,12.95578274322986,4,0.9892078375,4.875,0,1616.6175,0.2999999999999998
268,2,0.623,1.437966697745863,73.22,0.1200006666648148,6.42,5.774063858123162,-10.0544,13.22968066192844,4.848611,0.5106100664443483,3.694703000000001,0,1546.36410978,0.3299999999999998
268,5,1.156,1.156,189.48,0.1200006666648148,6.42,5.774063858123162,-10.0544,13.22968066192844,4.831636831636831,0.5280989160196125,3.702054702054702,0,1542.978386168386,0.3299999999999998
280,2,0.649,1.4979781490161557,84.56,0.1207259292778481,6.44,5.779255888895785,-10.0636,13.24783027137862,4.814640814640815,0.5456104726084381,3.709418709418709,0,1539.588576188576,0.3299999999999998
280,5,1.315,1.315,197.23,0.1207259292778481,6.44,5.779255888895785,-10.0636,13.24783027137862,4.797624,0.5631420105116345,3.71679,0,1536.19443048,0.3299999999999998
300,2,0.686,1.5833790604392648,91.17,0.1214230620598904,6.460000000000001,5.784438006281253,-10.072,13.25869240997886,4.848611,0.5106100664443483,3.694703000000001,0,1546.36410978,0.3299999999999998
300,5,1.361,1.361,206.87,0.1214230620598904,6.460000000000001,5.784438006281253,-10.072,13.25869240997886,4.831636831636831,0.5280989160196125,3.702054702054702,0,1542.978386168386,0.3299999999999998
310,2,0.662,1.527983874651302,86.74,0.1220925468650727,6.48,5.789610234850571,-10.0796,13.26230854978233,4.814640814640815,0.5456104726084381,3.709418709418709,0,1539.588576188576,0.3299999999999998
310,5,1.306,1.306,159.33,0.1220925468650727,6.48,5.789610234850571,-10.0796,13.26230854978233,4.797624,0.5631420105116345,3.71679,0,1536.19443048,0.3299999999999998
361,2,2.1,4.847078756446729,0,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.56848031344428,3.878363,0.1835303708163207,6.087108000000001,0.192930618,1649.143049,0.4599999999999997
361,0.5,0.48,3.927302600015569,0,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.56848031344428,3.833569,0.1839579040636344,6.089569,0.193367028,1621.5055778,0.4599999999999997
361,1,1.06,4.606412434947311,0,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.56848031344428,3.878363,0.1835303708163207,6.087108000000001,0.192930618,1649.143049,0.4599999999999997
361,1.5,1.6,4.802103107582559,0,0.1741325931582022,6.860000000000001,4.14070372309715,-29.7482,12.56848031344428,3.878363,0.1835303708163207,6.087108000000001,0.192930618,1649.143049,0.4599999999999997
387,2,3.6,8.309277868194393,0,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664,3.878363,0.1835303708163207,6.087108000000001,0.192930618,1649.143049,0.4599999999999997
387,0.5,1.04,8.509155633367067,0,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664,3.833569,0.1839579040636344,6.089569,0.193367028,1621.5055778,0.4599999999999997
387,1,2.02,8.778257659050537,0,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664,3.833569,0.1839579040636344,6.089569,0.193367028,1621.5055778,0.4599999999999997
387,1.5,2.87,8.613772449226214,0,0.1796055678424251,6.9,4.361604250270622,-30.4554,12.36579818157664,3.833569,0.1839579040636344,6.089569,0.193367028,1621.5055778,0.4599999999999997
282.8,2,0.531,1.225618485558673,0,0.1207012427442236,6.435,5.773465048522158,-10.1276,13.25427966361616,4.836448,0.5168444456226068,3.701747,0,1544.44949209,0.3299999999999998
282.8,5,1.135,1.135,0,0.1207012427442236,6.435,5.773465048522158,-10.1276,13.25427966361616,4.836448,0.5168444456226068,3.701747,0,1544.44949209,0.3299999999999998
313.7,2,0.591,1.364106450028579,0,0.1220605997035898,6.465,5.772266991631865,-10.2716,13.29676211879624,4.812086000000001,0.5293329100167242,3.715847,0,1540.61290565,0.3299999999999998
313.7,5,1.151,1.151,0,0.1220605997035898,6.465,5.772266991631865,-10.2716,13.29676211879624,4.812086000000001,0.5293329100167242,3.715847,0,1540.61290565,0.3299999999999998
345.8,2,0.57,1.315635662464112,0,0.123365756999258,6.495,5.771068350881405,-10.4124,13.33048203656801,4.787673000000002,0.5418476987313622,3.729986,0,1536.76990074,0.3299999999999998
345.8,5,1.096,1.096,0,0.123365756999258,6.495,5.771068350881405,-10.4124,13.33048203656801,4.787673000000002,0.5418476987313622,3.729986,0,1536.76990074,0.3299999999999998
15,5,10.6,10.6,312,0.2919763004080982,4.82,14.5342908316268,-37.2368,11.46708172461414,3.69072469072469,0.1744585616896617,2.344106344106344,0,1338.19634054634,0.69
10,5,10.2,10.2,209,0.2935251266927586,4.82,14.86967114040009,-39.1504,13.28755113095142,4.406435000000001,0.1643211970689,2.334034,0,1369.87842605,0.69
22,5,9.2,9.2,280,0.2967477716849783,4.82,15.02092058458308,-39.0712,14.5791947303076,4.935414000000001,0.1663276772079001,2.384755000000001,0,1355.59056391,0.71
103,5,0.74,0.74,0,0.0946339533994009,8.3208,0.3025107344440896,-3.64845056,11.51595984585561,3.75,1.063632175,6.5,0,1871.75,0.25
102,5,0.7,0.7,0,0.0962098221038496,8.324,0.577995610997872,-3.673926320000001,11.62437358857185,3.74532,1.0623047620456,6.504368,0,1871.6954624,0.5400000000000003
121,5,0.72,0.72,0,0.1038055237017761,8.3443,1.243464761516354,-3.80755872,11.96722665496804,3.722085,1.0557144970893,6.526054,0,1871.4246972,0.5400000000000003
131,5,0.73,0.73,0,0.112002030645986,8.370999999999999,1.717734395398218,-3.96347804,12.25685103199398,3.694582389164779,1.047913787281074,6.551723103446207,0,1871.104200108401,0.5400000000000003
160,5,0.76,0.76,0,0.1251972870671645,8.4156,2.329794628319539,-4.23215568,12.6430612493783,3.640777281554563,1.032652762312124,6.601941203882408,0,1870.477191254383,0.5400000000000003
220,5,0.89,0.89,0,0.1459601862087655,8.497,3.138935004230777,-4.697357760000001,13.10265278228086,3.52941,1.0010650759378,6.705884,0,1869.1793912,0.5400000000000003
292,5,0.86,0.86,0,0.1703036712581382,8.641300000000001,3.973558306900987,-5.299467719999999,13.3711084284924,3.333333333333333,0.9454508222222224,6.888888888888888,0,1866.894444444445,0.5400000000000003
290,7,0.674,0.495754268386567,242.6,0.1113454248667828,7.7513,4.528231810566604,-8.91372028,13.11126767707191,4.000000000000001,0.8509057400000002,5.200000000000001,0,1684.094,0.2999999999999998
150,2,0.277,0.6393527693027352,0,0.1040127726364944,8.1871,4.512167790692017,-8.728344759999999,12.53110195225917,3.6,0.9104452100000001,5.5,0,1638.894,0.2999999999999998
380,0.56,0.068,0.5016874239589642,0,0.1551249373790016,7.731,4.604131954387893,-7.589889119999999,13.31835653254585,4.314286314286314,0.519394041931066,4.314285314285314,0,1482.391510971511,0.3599999999999999
378,0.56,0.098,0.7230201109996836,0,0.1547907154174564,7.686199999999999,4.684758527180842,-8.006010799999999,13.3981723203574,4.314286314286314,0.519394041931066,4.314285314285314,0,1482.391510971511,0.3599999999999999
385,0.56,0.167,1.2320852911933382,0,0.1531494894099078,7.4834,5.034113563719657,-10.0199018,13.71399847290743,4.314286314286314,0.519394041931066,4.314285314285314,0,1482.391510971511,0.3599999999999999
370,0.56,0.154,1.1361744601423598,0,0.1528355750318988,7.450000000000001,5.089502757059114,-10.38117436,13.76382173296333,4.314286314286314,0.519394041931066,4.314285314285314,0,1482.391510971511,0.3599999999999999
