feature,mean_abs_shap,rank,repeat,outer_fold
melting_point_mean,1.3054008446519958,2,5,8
avg_d_valence_electrons,0.7155039461172046,3,5,8
dX,0.539713645082169,4,5,8
VEC,0.47126423265448913,5,5,8
sigma,0.36560504693420687,6,5,8
dHmix,0.31297090025761937,7,5,8
nunfilled_mean,0.26947684475871087,8,5,8
electronegativity_range,0.20884687408396863,9,5,8
dSmix,0.18340286664619557,10,5,8
bandgap_mean,0.016034116261777743,11,5,8
mag_moment_mean,1.3550842682275202,1,5,9
avg_d_valence_electrons,1.243598281520854,2,5,9
electronegativity_range,1.0143593732813292,3,5,9
dHmix,0.8287018319895261,4,5,9
dSmix,0.6765964881387355,5,5,9
melting_point_mean,0.47580433384732246,6,5,9
sigma,0.31275000236635914,7,5,9
dX,0.2704744876992277,8,5,9
nunfilled_mean,0.24336856620027192,9,5,9
VEC,0.139301133705032,10,5,9
bandgap_mean,0.04641833107272237,11,5,9
mag_moment_mean,1.347557602292682,1,5,10
avg_d_valence_electrons,1.3379450628421228,2,5,10
melting_point_mean,1.0562152754189964,3,5,10
electronegativity_range,0.5902311357096116,4,5,10
dSmix,0.4838153255107174,5,5,10
dHmix,0.4045398881926478,6,5,10
sigma,0.3151887438435042,7,5,10
dX,0.31496709714160726,8,5,10
nunfilled_mean,0.2947571143046668,9,5,10
VEC,0.26271914014326964,10,5,10
bandgap_mean,0.0053785706566342835,11,5,10
mag_moment_mean,2.1736438811527274,1,6,1
melting_point_mean,0.9961422217500965,2,6,1
VEC,0.7222927807312185,3,6,1
dX,0.46860684826099147,4,6,1
dHmix,0.44619819421807383,5,6,1
electronegativity_range,0.40291286008414107,6,6,1
avg_d_valence_electrons,0.38740055364516346,7,6,1
dSmix,0.38330265995742535,8,6,1
nunfilled_mean,0.3151772651643654,9,6,1
sigma,0.3102096202991832,10,6,1
bandgap_mean,0.032926236274967706,11,6,1
avg_d_valence_electrons,1.5553381005745577,1,6,2
mag_moment_mean,0.9994334522048129,2,6,2
melting_point_mean,0.9443308588041919,3,6,2
dSmix,0.6135617886394625,4,6,2
dX,0.40643862032989964,5,6,2
electronegativity_range,0.37697555680650124,6,6,2
dHmix,0.35085174411837483,7,6,2
nunfilled_mean,0.327685135749304,8,6,2
VEC,0.2893552687666436,9,6,2
sigma,0.2815589764272996,10,6,2
bandgap_mean,0.034996114575232405,11,6,2
avg_d_valence_electrons,1.4431778193688902,1,6,3
mag_moment_mean,1.4162781597583591,2,6,3
melting_point_mean,0.8605119702822783,3,6,3
dSmix,0.7325456577633374,4,6,3
electronegativity_range,0.5604717711774919,5,6,3
dX,0.434997115440242,6,6,3
dHmix,0.40331401308668546,7,6,3
nunfilled_mean,0.2836724657315071,8,6,3
sigma,0.1940852231850188,9,6,3
VEC,0.1888103837858656,10,6,3
bandgap_mean,0.010576184949257824,11,6,3
mag_moment_mean,1.7500220909846587,1,6,4
melting_point_mean,1.3436835875332216,2,6,4
avg_d_valence_electrons,1.2879372948309984,3,6,4
dHmix,0.4904255782839874,4,6,4
nunfilled_mean,0.3809700650237575,5,6,4
dX,0.32750671966483763,6,6,4
VEC,0.2623974486820323,7,6,4
dSmix,0.22708577608134445,8,6,4
sigma,0.21834147511514615,9,6,4
electronegativity_range,0.13327717302776831,10,6,4
bandgap_mean,0.031870849590955076,11,6,4
avg_d_valence_electrons,1.4454001019969254,1,6,5
mag_moment_mean,1.1931657815604573,2,6,5
dHmix,0.8024011257661061,3,6,5
melting_point_mean,0.7841437807130461,4,6,5
electronegativity_range,0.7743952759486935,5,6,5
dSmix,0.6254544832373045,6,6,5
nunfilled_mean,0.3085318750972836,7,6,5
dX,0.30174791564037345,8,6,5
VEC,0.25338347515719706,9,6,5
sigma,0.23209456450109214,10,6,5
bandgap_mean,0.013847490353046816,11,6,5
mag_moment_mean,1.8301723052079673,1,6,6
avg_d_valence_electrons,1.116280036033247,2,6,6
melting_point_mean,0.9889756276737273,3,6,6
electronegativity_range,0.6946028464595431,4,6,6
dSmix,0.5963074357471095,5,6,6
dX,0.3918997380394705,6,6,6
VEC,0.2691563892378727,7,6,6
nunfilled_mean,0.23604302475230649,8,6,6
dHmix,0.19798895472421355,9,6,6
sigma,0.07803905152185261,10,6,6
bandgap_mean,0.0254297595960019,11,6,6
avg_d_valence_electrons,1.3157609752555461,1,6,7
mag_moment_mean,1.2725021294657182,2,6,7
melting_point_mean,0.8585841253315141,3,6,7
dHmix,0.718061618754722,4,6,7
dSmix,0.6130625557154191,5,6,7
dX,0.5790910457131953,6,6,7
sigma,0.46244408852195007,7,6,7
nunfilled_mean,0.3658894768018444,8,6,7
electronegativity_range,0.2697911645989951,9,6,7
VEC,0.13018747758032326,10,6,7
bandgap_mean,0.09730805334406344,11,6,7
mag_moment_mean,1.6376630251192228,1,6,8
avg_d_valence_electrons,1.393706425383007,2,6,8
melting_point_mean,0.9490177613778034,3,6,8
dHmix,0.42234958339206924,4,6,8
electronegativity_range,0.3774793650453155,5,6,8
sigma,0.36881232758442684,6,6,8
nunfilled_mean,0.3305465566298517,7,6,8
VEC,0.31843627343903547,8,6,8
dX,0.28157403466801234,9,6,8
dSmix,0.2279314530428898,10,6,8
bandgap_mean,0.06901814230122388,11,6,8
mag_moment_mean,2.173453948434786,1,6,9
avg_d_valence_electrons,1.1819071403260564,2,6,9
melting_point_mean,0.9016676947017247,3,6,9
dSmix,0.5171523202160737,4,6,9
dHmix,0.29678700971446165,5,6,9
nunfilled_mean,0.2941888729301486,6,6,9
VEC,0.2754341907073582,7,6,9
sigma,0.180836305834696,8,6,9
dX,0.14291236239404323,9,6,9
electronegativity_range,0.034700571177123204,10,6,9
bandgap_mean,0.011684973852803716,11,6,9
avg_d_valence_electrons,2.154309066148284,1,6,10
melting_point_mean,0.8851022849260058,2,6,10
mag_moment_mean,0.6645087236144746,3,6,10
electronegativity_range,0.576422297623302,4,6,10
dSmix,0.49571356891689483,5,6,10
VEC,0.40426134408623343,6,6,10
nunfilled_mean,0.3984489409162103,7,6,10
dX,0.36471771952861987,8,6,10
dHmix,0.3109263588344023,9,6,10
sigma,0.10468299477707002,10,6,10
bandgap_mean,0.003732155554079903,11,6,10
mag_moment_mean,2.2059562553516017,1,7,1
melting_point_mean,0.8774376795561462,2,7,1
avg_d_valence_electrons,0.6475658045635975,3,7,1
VEC,0.6398752141779775,4,7,1
dHmix,0.5640928036252342,5,7,1
dX,0.420285631339502,6,7,1
nunfilled_mean,0.3393748011982571,7,7,1
electronegativity_range,0.3100271845962051,8,7,1
sigma,0.26256116592826545,9,7,1
dSmix,0.20435629473657405,10,7,1
bandgap_mean,0.035599913491757035,11,7,1
avg_d_valence_electrons,1.4215345307388318,1,7,2
mag_moment_mean,1.3181140658000012,2,7,2
electronegativity_range,0.7480839986146058,3,7,2
melting_point_mean,0.7122192526055419,4,7,2
nunfilled_mean,0.3916992953225724,5,7,2
sigma,0.386135879138281,6,7,2
dSmix,0.3428420874929273,7,7,2
dHmix,0.3209446563228793,8,7,2
VEC,0.29331856403961687,9,7,2
dX,0.2596862123999468,10,7,2
bandgap_mean,0.06487451409779385,11,7,2
mag_moment_mean,1.4453212175688541,1,7,3
avg_d_valence_electrons,1.31771009076119,2,7,3
dSmix,0.8340669410122264,3,7,3
melting_point_mean,0.5875464721931618,4,7,3
dHmix,0.4874717217407931,5,7,3
electronegativity_range,0.39067460392764236,6,7,3
nunfilled_mean,0.38572306173791526,7,7,3
sigma,0.35908098702195795,8,7,3
dX,0.3260628177222203,9,7,3
VEC,0.2163957887701579,10,7,3
bandgap_mean,0.03453814058789801,11,7,3
mag_moment_mean,1.8659355026884636,1,7,4
avg_d_valence_electrons,1.2825760624939888,2,7,4
melting_point_mean,0.9604918253685344,3,7,4
dHmix,0.4229809601294857,4,7,4
dSmix,0.39676085776407877,5,7,4
electronegativity_range,0.3894814018905335,6,7,4
dX,0.38610144792306633,7,7,4
sigma,0.18660068300479843,8,7,4
VEC,0.18404092580974316,9,7,4
nunfilled_mean,0.16145052360134612,10,7,4
bandgap_mean,0.0693959221005814,11,7,4
mag_moment_mean,1.683480016178905,1,7,5
avg_d_valence_electrons,1.401207720616291,2,7,5
melting_point_mean,1.1200441126310754,3,7,5
dSmix,0.8334217553604778,4,7,5
dX,0.3375328961781023,5,7,5
VEC,0.2742457701261508,6,7,5
nunfilled_mean,0.2628861894306341,7,7,5
dHmix,0.20794824402733098,8,7,5
sigma,0.1607863813318666,9,7,5
electronegativity_range,0.09701059677580591,10,7,5
bandgap_mean,0.017741720764144927,11,7,5
avg_d_valence_electrons,1.780695335512948,1,7,6
mag_moment_mean,1.2690632312843628,2,7,6
melting_point_mean,1.12387175205579,3,7,6
electronegativity_range,0.5226740194548999,4,7,6
dHmix,0.35455835572161126,5,7,6
dSmix,0.31522871975757877,6,7,6
VEC,0.30524956817391646,7,7,6
sigma,0.29258299029738555,8,7,6
dX,0.28741670920553397,9,7,6
nunfilled_mean,0.2660639728655102,10,7,6
bandgap_mean,0.019493831947476996,11,7,6
mag_moment_mean,1.1482196830964893,1,7,7
VEC,0.9520882676855301,2,7,7
melting_point_mean,0.7680666665944655,3,7,7
sigma,0.7575117996849,4,7,7
dHmix,0.6694358603533607,5,7,7
avg_d_valence_electrons,0.6205224886468719,6,7,7
nunfilled_mean,0.5762174210160598,7,7,7
dSmix,0.453639685633249,8,7,7
electronegativity_range,0.24847122406901972,9,7,7
dX,0.2445272073853573,10,7,7
bandgap_mean,0.02906974077632965,11,7,7
mag_moment_mean,1.418718569683126,1,7,8
electronegativity_range,0.9062811950440273,2,7,8
avg_d_valence_electrons,0.8530533655527646,3,7,8
melting_point_mean,0.7742807795258491,4,7,8
dHmix,0.7616137896130861,5,7,8
dSmix,0.5646857942129289,6,7,8
dX,0.5147654804775784,7,7,8
VEC,0.4435033572619833,8,7,8
nunfilled_mean,0.25744719207034833,9,7,8
sigma,0.07962782996701687,10,7,8
bandgap_mean,0.020355224265837017,11,7,8
mag_moment_mean,1.6582179418156413,1,7,9
avg_d_valence_electrons,1.3731680920302154,2,7,9
melting_point_mean,1.1523026462272326,3,7,9
dX,0.5991982045019777,4,7,9
dHmix,0.4606629679070005,5,7,9
nunfilled_mean,0.41337716091380805,6,7,9
electronegativity_range,0.35635103032506604,7,7,9
VEC,0.31468364442558683,8,7,9
dSmix,0.2619599738799546,9,7,9
sigma,0.0920544610121498,10,7,9
bandgap_mean,0.013315926984364535,11,7,9
mag_moment_mean,1.3832320414552906,1,7,10
avg_d_valence_electrons,1.3806259035502786,2,7,10
melting_point_mean,1.1882454827476745,3,7,10
dSmix,0.605516254625102,4,7,10
dHmix,0.37965327006278915,5,7,10
sigma,0.31747737946657356,6,7,10
VEC,0.3118246177681336,7,7,10
dX,0.3003524505996754,8,7,10
electronegativity_range,0.26409438661408724,9,7,10
nunfilled_mean,0.25586190141752424,10,7,10
bandgap_mean,0.0011288450210145354,11,7,10
mag_moment_mean,2.177166643023563,1,8,1
melting_point_mean,0.8907239341907021,2,8,1
VEC,0.7235239605011546,3,8,1
avg_d_valence_electrons,0.6214171656824278,4,8,1
dHmix,0.5325383907732717,5,8,1
dSmix,0.4911848922443266,6,8,1
electronegativity_range,0.3225976090683267,7,8,1
dX,0.2966689649237285,8,8,1
nunfilled_mean,0.28281278262798526,9,8,1
sigma,0.22557865917468098,10,8,1
bandgap_mean,0.021889985978518944,11,8,1
avg_d_valence_electrons,1.411085255154219,1,8,2
mag_moment_mean,1.2501328981049953,2,8,2
melting_point_mean,0.9107000174000109,3,8,2
dX,0.5123499309834673,4,8,2
dHmix,0.42769481256206765,5,8,2
electronegativity_range,0.4158289756804891,6,8,2
nunfilled_mean,0.41297520314589753,7,8,2
dSmix,0.3960974642570362,8,8,2
sigma,0.24750502284992523,9,8,2
VEC,0.22628894070460998,10,8,2
bandgap_mean,0.025828010390049377,11,8,2
mag_moment_mean,1.6690673934785532,1,8,3
avg_d_valence_electrons,1.390683701996003,2,8,3
melting_point_mean,1.2183992911200623,3,8,3
dSmix,0.627149766837863,4,8,3
dX,0.3820122975896508,5,8,3
VEC,0.3003511044921723,6,8,3
electronegativity_range,0.235743227234808,7,8,3
dHmix,0.22691932385422728,8,8,3
nunfilled_mean,0.1798066763548484,9,8,3
sigma,0.1643519274684289,10,8,3
bandgap_mean,0.026639163486660344,11,8,3
mag_moment_mean,2.076623908739314,1,8,4
melting_point_mean,1.1070000036904437,2,8,4
avg_d_valence_electrons,0.7849990732950767,3,8,4
dHmix,0.5495586504321605,4,8,4
VEC,0.4813008603736554,5,8,4
dX,0.35812380640923847,6,8,4
nunfilled_mean,0.32065896578790626,7,8,4
sigma,0.2625497707787444,8,8,4
electronegativity_range,0.2450813276419228,9,8,4
dSmix,0.12759427200859544,10,8,4
bandgap_mean,0.00821105801727045,11,8,4
mag_moment_mean,1.5053913335100289,1,8,5
melting_point_mean,1.2860430134728504,2,8,5
avg_d_valence_electrons,0.8975489113270051,3,8,5
dSmix,0.5167644997117126,4,8,5
nunfilled_mean,0.5043582211091026,5,8,5
electronegativity_range,0.3776623254360229,6,8,5
dHmix,0.36404050446848113,7,8,5
dX,0.32961594823761686,8,8,5
sigma,0.3098028725335376,9,8,5
VEC,0.2849600901802866,10,8,5
bandgap_mean,0.03733726913643696,11,8,5
mag_moment_mean,1.5381392617274738,1,8,6
avg_d_valence_electrons,1.5135000768445814,2,8,6
melting_point_mean,0.8721782050576548,3,8,6
nunfilled_mean,0.5181033461570004,4,8,6
dSmix,0.43375809548583455,5,8,6
dHmix,0.4134682479495438,6,8,6
dX,0.38564277866493024,7,8,6
VEC,0.31989625364134944,8,8,6
sigma,0.2512055709173859,9,8,6
electronegativity_range,0.060226202779539675,10,8,6
bandgap_mean,0.035578751623538594,11,8,6
mag_moment_mean,1.7352749712131545,1,8,7
avg_d_valence_electrons,1.3929682599728588,2,8,7
dHmix,0.7690926334110697,3,8,7
dSmix,0.7164919372529558,4,8,7
electronegativity_range,0.5826473829865477,5,8,7
melting_point_mean,0.267980879942273,6,8,7
dX,0.26058615867056684,7,8,7
sigma,0.24878776545728984,8,8,7
VEC,0.24865698378464968,9,8,7
nunfilled_mean,0.18039473474728143,10,8,7
bandgap_mean,0.03624422009619701,11,8,7
mag_moment_mean,1.3967686956654037,1,8,8
avg_d_valence_electrons,1.35323312579995,2,8,8
electronegativity_range,0.8987140883300955,3,8,8
melting_point_mean,0.7714792707148725,4,8,8
dHmix,0.5429756089631167,5,8,8
dX,0.3630375525593984,6,8,8
VEC,0.29322984225151155,7,8,8
nunfilled_mean,0.2841165581728358,8,8,8
dSmix,0.27741700732133645,9,8,8
sigma,0.12822844467812247,10,8,8
bandgap_mean,0.08545054698287666,11,8,8
mag_moment_mean,1.7119433546239928,1,8,9
melting_point_mean,1.1289224382223872,2,8,9
avg_d_valence_electrons,1.1117483918705526,3,8,9
sigma,0.9172911997776241,4,8,9
nunfilled_mean,0.5427031022688004,5,8,9
dHmix,0.3607729543426035,6,8,9
dSmix,0.3445076585414613,7,8,9
dX,0.1932813651511572,8,8,9
VEC,0.1929174433735769,9,8,9
electronegativity_range,0.0678284913785109,10,8,9
bandgap_mean,0.015839226867942605,11,8,9
avg_d_valence_electrons,1.8379668574665904,1,8,10
mag_moment_mean,1.0199950141573284,2,8,10
melting_point_mean,0.9974781780497536,3,8,10
dSmix,0.8315655112911796,4,8,10
electronegativity_range,0.44911698574436115,5,8,10
dHmix,0.3129408089744933,6,8,10
nunfilled_mean,0.3003984948993654,7,8,10
sigma,0.2742253497300146,8,8,10
dX,0.24690854716775543,9,8,10
VEC,0.23078710700410274,10,8,10
bandgap_mean,0.04711687094162389,11,8,10
mag_moment_mean,2.27497268340339,1,9,1
melting_point_mean,0.814870243290439,2,9,1
dHmix,0.7354647268867409,3,9,1
avg_d_valence_electrons,0.625389132141921,4,9,1
electronegativity_range,0.5248208352065741,5,9,1
dX,0.47177274989221607,6,9,1
VEC,0.408336922672262,7,9,1
nunfilled_mean,0.3184792930047472,8,9,1
dSmix,0.2089286564252673,9,9,1
sigma,0.1021291679781732,10,9,1
bandgap_mean,0.015402044428847265,11,9,1
avg_d_valence_electrons,1.4797634491379186,1,9,2
mag_moment_mean,1.3524874783642873,2,9,2
melting_point_mean,0.9455162273454366,3,9,2
VEC,0.47777180749452225,4,9,2
dSmix,0.3919781465955278,5,9,2
dHmix,0.31974379941438147,6,9,2
electronegativity_range,0.3127078033951499,7,9,2
sigma,0.3113191881616045,8,9,2
nunfilled_mean,0.310158330266246,9,9,2
dX,0.30425084289972415,10,9,2
bandgap_mean,0.014316014819630171,11,9,2
mag_moment_mean,1.3899243107551713,1,9,3
avg_d_valence_electrons,1.3864910993042288,2,9,3
melting_point_mean,1.2187264947190783,3,9,3
dSmix,0.566952681077522,4,9,3
dHmix,0.4492207822991956,5,9,3
dX,0.3526818762793312,6,9,3
nunfilled_mean,0.31230327083071624,7,9,3
sigma,0.3023890464599684,8,9,3
VEC,0.2901970984393715,9,9,3
electronegativity_range,0.19484789464918195,10,9,3
bandgap_mean,0.007683810218715814,11,9,3
avg_d_valence_electrons,1.5023406215997253,1,9,4
mag_moment_mean,1.3938104423988702,2,9,4
melting_point_mean,0.9430266923083659,3,9,4
dHmix,0.6228531045991249,4,9,4
electronegativity_range,0.45008239058981653,5,9,4
sigma,0.42864307767946896,6,9,4
nunfilled_mean,0.2732374301230955,7,9,4
dSmix,0.22829492106680052,8,9,4
dX,0.22585804347242774,9,9,4
VEC,0.21664405320808788,10,9,4
bandgap_mean,0.031625594015584284,11,9,4
avg_d_valence_electrons,1.7464026203451122,1,9,5
mag_moment_mean,1.261793938166725,2,9,5
dSmix,0.9975584803120122,3,9,5
melting_point_mean,0.761312204837157,4,9,5
electronegativity_range,0.6883222780622367,5,9,5
VEC,0.4171620250306353,6,9,5
dHmix,0.3784401590634431,7,9,5
dX,0.25119147701080174,8,9,5
sigma,0.22868437590751553,9,9,5
nunfilled_mean,0.1443534111224177,10,9,5
bandgap_mean,0.006771061232531357,11,9,5
melting_point_mean,1.3945208474872501,1,9,6
mag_moment_mean,1.1605470307127579,2,9,6
avg_d_valence_electrons,1.1517046132897382,3,9,6
dSmix,0.739680593639568,4,9,6
dHmix,0.576788723644422,5,9,6
dX,0.4796075359237875,6,9,6
nunfilled_mean,0.4637305072797888,7,9,6
electronegativity_range,0.4536688158161387,8,9,6
VEC,0.2764480324833658,9,9,6
sigma,0.1849876164859098,10,9,6
bandgap_mean,0.1082048238037002,11,9,6
avg_d_valence_electrons,1.447375590132473,1,9,7
mag_moment_mean,1.2890887007706078,2,9,7
melting_point_mean,1.1815031249196581,3,9,7
electronegativity_range,0.6548811880943155,4,9,7
dSmix,0.5081050124791043,5,9,7
sigma,0.4099925957429489,6,9,7
nunfilled_mean,0.3714833295489185,7,9,7
VEC,0.18104092199566496,8,9,7
dX,0.1743855813547216,9,9,7
dHmix,0.17118649900672359,10,9,7
bandgap_mean,0.0015297963780685228,11,9,7
mag_moment_mean,2.190374052982272,1,9,8
avg_d_valence_electrons,1.1673505749574062,2,9,8
melting_point_mean,0.8835171019226976,3,9,8
dHmix,0.4268074325038546,4,9,8
dSmix,0.41214313389004587,5,9,8
VEC,0.3283984850643351,6,9,8
nunfilled_mean,0.24122948848094108,7,9,8
sigma,0.19110356887607902,8,9,8
dX,0.14259753727531263,9,9,8
electronegativity_range,0.02767696503671029,10,9,8
bandgap_mean,0.012496953225489037,11,9,8
avg_d_valence_electrons,1.4872356481515019,1,9,9
mag_moment_mean,1.4404618695346516,2,9,9
melting_point_mean,0.7644824404564311,3,9,9
dX,0.6097878891109746,4,9,9
dHmix,0.46569432497937935,5,9,9
dSmix,0.4006172800371006,6,9,9
sigma,0.39669008330258676,7,9,9
nunfilled_mean,0.2557662406030773,8,9,9
electronegativity_range,0.18022113759246075,9,9,9
VEC,0.16921467912526209,10,9,9
bandgap_mean,0.02468743564247589,11,9,9
mag_moment_mean,1.595155896445373,1,9,10
avg_d_valence_electrons,1.2308712118018206,2,9,10
melting_point_mean,1.161459016860123,3,9,10
dSmix,0.7704412470119053,4,9,10
electronegativity_range,0.5791093244571595,5,9,10
VEC,0.3111961545655496,6,9,10
nunfilled_mean,0.30800432514713233,7,9,10
dHmix,0.25430585756603585,8,9,10
dX,0.2265415129771237,9,9,10
sigma,0.1842327129099741,10,9,10
bandgap_mean,0.010304605354191016,11,9,10
