candidate,features,n_features,q_low,q_high,n,positives,TP,TN,FP,FN,precision,recall,specificity,balanced_accuracy,F1,MCC,base_rate,enrichment,repeat
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,15.0,85.0,141,34,5,103,4,29,0.5555555555555556,0.14705882352941177,0.9626168224299065,0.5548378229796591,0.23255813953488372,0.1919257860607156,0.24113475177304963,2.3039215686274512,1
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,20.0,80.0,141,34,2,106,1,32,0.6666666666666666,0.058823529411764705,0.9906542056074766,0.5247388675096206,0.10810810810810811,0.14666989706145558,0.24113475177304963,2.764705882352941,1
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,0.0,100.0,141,34,24,72,35,10,0.4067796610169492,0.7058823529411765,0.6728971962616822,0.6893897746014294,0.5161290322580646,0.3284618526911817,0.24113475177304963,1.6869391824526423,2
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,2.5,97.5,141,34,16,75,32,18,0.3333333333333333,0.47058823529411764,0.7009345794392523,0.585761407366685,0.39024390243902435,0.15484284754501068,0.24113475177304963,1.3823529411764706,2
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,5.0,95.0,141,34,12,93,14,22,0.46153846153846156,0.35294117647058826,0.8691588785046729,0.6110500274876306,0.4000000000000001,0.24498777829048812,0.24113475177304963,1.9140271493212673,2
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,10.0,90.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,2
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,15.0,85.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,2
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,20.0,80.0,141,34,9,97,10,25,0.47368421052631576,0.2647058823529412,0.9065420560747663,0.5856239692138537,0.339622641509434,0.21453590342171705,0.24113475177304963,1.9643962848297214,2
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,0.0,100.0,141,34,24,69,38,10,0.3870967741935484,0.7058823529411765,0.6448598130841121,0.6753710830126443,0.5,0.3022803640781196,0.24113475177304963,1.6053130929791273,2
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,2.5,97.5,141,34,18,73,34,16,0.34615384615384615,0.5294117647058824,0.6822429906542056,0.605827377680044,0.41860465116279066,0.18765610708474972,0.24113475177304963,1.4355203619909502,2
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,5.0,95.0,141,34,14,91,16,20,0.4666666666666667,0.4117647058823529,0.8504672897196262,0.6311159978009895,0.43749999999999994,0.274091085342721,0.24113475177304963,1.935294117647059,2
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,10.0,90.0,141,34,11,95,12,23,0.4782608695652174,0.3235294117647059,0.8878504672897196,0.6056899395272127,0.3859649122807018,0.24473161197242063,0.24113475177304963,1.983375959079284,2
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,15.0,85.0,141,34,11,95,12,23,0.4782608695652174,0.3235294117647059,0.8878504672897196,0.6056899395272127,0.3859649122807018,0.24473161197242063,0.24113475177304963,1.983375959079284,2
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,20.0,80.0,141,34,9,95,12,25,0.42857142857142855,0.2647058823529412,0.8878504672897196,0.5762781748213304,0.32727272727272727,0.18329953590169423,0.24113475177304963,1.7773109243697478,2
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,0.0,100.0,141,34,21,92,15,13,0.5833333333333334,0.6176470588235294,0.8598130841121495,0.7387300714678395,0.6,0.4684061312339814,0.24113475177304963,2.419117647058824,2
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,2.5,97.5,141,34,13,96,11,21,0.5416666666666666,0.38235294117647056,0.897196261682243,0.6397746014293568,0.44827586206896547,0.3181933169203956,0.24113475177304963,2.2463235294117645,2
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,5.0,95.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,2
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,10.0,90.0,141,34,6,101,6,28,0.5,0.17647058823529413,0.9439252336448598,0.560197910940077,0.2608695652173913,0.18456837347029395,0.24113475177304963,2.073529411764706,2
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,15.0,85.0,141,34,5,101,6,29,0.45454545454545453,0.14705882352941177,0.9439252336448598,0.5454920285871357,0.22222222222222224,0.14512045376575125,0.24113475177304963,1.8850267379679144,2
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,20.0,80.0,141,34,4,101,6,30,0.4,0.11764705882352941,0.9439252336448598,0.5307861462341946,0.1818181818181818,0.10260795288180541,0.24113475177304963,1.6588235294117648,2
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,0.0,100.0,141,34,23,72,35,11,0.39655172413793105,0.6764705882352942,0.6728971962616822,0.6746838922484881,0.5,0.30371144648932263,0.24113475177304963,1.6445233265720083,2
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,2.5,97.5,141,34,15,75,32,19,0.3191489361702128,0.4411764705882353,0.7009345794392523,0.5710555250137438,0.37037037037037035,0.12895742123886605,0.24113475177304963,1.323529411764706,2
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,5.0,95.0,141,34,12,93,14,22,0.46153846153846156,0.35294117647058826,0.8691588785046729,0.6110500274876306,0.4000000000000001,0.24498777829048812,0.24113475177304963,1.9140271493212673,2
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,10.0,90.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,2
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,15.0,85.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,2
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,20.0,80.0,141,34,9,97,10,25,0.47368421052631576,0.2647058823529412,0.9065420560747663,0.5856239692138537,0.339622641509434,0.21453590342171705,0.24113475177304963,1.9643962848297214,2
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,0.0,100.0,141,34,16,95,12,18,0.5714285714285714,0.47058823529411764,0.8878504672897196,0.6792193512919187,0.5161290322580646,0.38435099227413533,0.24113475177304963,2.369747899159664,2
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,2.5,97.5,141,34,11,99,8,23,0.5789473684210527,0.3235294117647059,0.9252336448598131,0.6243815283122595,0.4150943396226416,0.31164525296413154,0.24113475177304963,2.4009287925696596,2
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,5.0,95.0,141,34,6,103,4,28,0.6,0.17647058823529413,0.9626168224299065,0.5695437053326003,0.2727272727272727,0.23178403642050685,0.24113475177304963,2.488235294117647,2
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,10.0,90.0,141,34,4,106,1,30,0.8,0.11764705882352941,0.9906542056074766,0.554150632215503,0.20512820512820512,0.25050155038212363,0.24113475177304963,3.3176470588235296,2
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,15.0,85.0,141,34,2,106,1,32,0.6666666666666666,0.058823529411764705,0.9906542056074766,0.5247388675096206,0.10810810810810811,0.14666989706145558,0.24113475177304963,2.764705882352941,2
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,20.0,80.0,141,34,0,106,1,34,0.0,0.0,0.9906542056074766,0.4953271028037383,0.0,-0.04764129431384638,0.24113475177304963,0.0,2
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,0.0,100.0,141,34,20,92,15,14,0.5714285714285714,0.5882352941176471,0.8598130841121495,0.7240241891148983,0.5797101449275363,0.4436794381132237,0.24113475177304963,2.369747899159664,2
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,2.5,97.5,141,34,12,96,11,22,0.5217391304347826,0.35294117647058826,0.897196261682243,0.6250687190764156,0.4210526315789474,0.2896043782768567,0.24113475177304963,2.163682864450128,2
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,5.0,95.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,2
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,10.0,90.0,141,34,6,101,6,28,0.5,0.17647058823529413,0.9439252336448598,0.560197910940077,0.2608695652173913,0.18456837347029395,0.24113475177304963,2.073529411764706,2
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,15.0,85.0,141,34,5,101,6,29,0.45454545454545453,0.14705882352941177,0.9439252336448598,0.5454920285871357,0.22222222222222224,0.14512045376575125,0.24113475177304963,1.8850267379679144,2
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,20.0,80.0,141,34,4,101,6,30,0.4,0.11764705882352941,0.9439252336448598,0.5307861462341946,0.1818181818181818,0.10260795288180541,0.24113475177304963,1.6588235294117648,2
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,0.0,100.0,141,34,23,72,35,11,0.39655172413793105,0.6764705882352942,0.6728971962616822,0.6746838922484881,0.5,0.30371144648932263,0.24113475177304963,1.6445233265720083,2
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,2.5,97.5,141,34,15,75,32,19,0.3191489361702128,0.4411764705882353,0.7009345794392523,0.5710555250137438,0.37037037037037035,0.12895742123886605,0.24113475177304963,1.323529411764706,2
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,5.0,95.0,141,34,12,93,14,22,0.46153846153846156,0.35294117647058826,0.8691588785046729,0.6110500274876306,0.4000000000000001,0.24498777829048812,0.24113475177304963,1.9140271493212673,2
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,10.0,90.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,2
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,15.0,85.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,2
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,20.0,80.0,141,34,9,97,10,25,0.47368421052631576,0.2647058823529412,0.9065420560747663,0.5856239692138537,0.339622641509434,0.21453590342171705,0.24113475177304963,1.9643962848297214,2
HEA_VEC_sigma,VEC;sigma,2,0.0,100.0,141,34,24,72,35,10,0.4067796610169492,0.7058823529411765,0.6728971962616822,0.6893897746014294,0.5161290322580646,0.3284618526911817,0.24113475177304963,1.6869391824526423,2
HEA_VEC_sigma,VEC;sigma,2,2.5,97.5,141,34,21,78,29,13,0.42,0.6176470588235294,0.7289719626168224,0.6733095107201759,0.5,0.30994029415685914,0.24113475177304963,1.7417647058823529,2
HEA_VEC_sigma,VEC;sigma,2,5.0,95.0,141,34,16,80,27,18,0.37209302325581395,0.47058823529411764,0.7476635514018691,0.6091258933479934,0.4155844155844156,0.20278783070037654,0.24113475177304963,1.543091655266758,2
HEA_VEC_sigma,VEC;sigma,2,10.0,90.0,141,34,15,83,24,19,0.38461538461538464,0.4411764705882353,0.7757009345794392,0.6084387025838373,0.4109589041095891,0.20740215588994412,0.24113475177304963,1.5950226244343892,2
HEA_VEC_sigma,VEC;sigma,2,15.0,85.0,141,34,15,84,23,19,0.39473684210526316,0.4411764705882353,0.7850467289719626,0.6131115997800989,0.41666666666666663,0.21810121109839425,0.24113475177304963,1.6369969040247678,2
HEA_VEC_sigma,VEC;sigma,2,20.0,80.0,141,34,14,85,22,20,0.3888888888888889,0.4117647058823529,0.794392523364486,0.6030786146234195,0.39999999999999997,0.202247897769422,0.24113475177304963,1.6127450980392157,2
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,0.0,100.0,141,34,18,87,20,16,0.47368421052631576,0.5294117647058824,0.8130841121495327,0.6712479384277075,0.5,0.3301994034369371,0.24113475177304963,1.9643962848297214,2
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,2.5,97.5,141,34,14,90,17,20,0.45161290322580644,0.4117647058823529,0.8411214953271028,0.6264431006047279,0.4307692307692308,0.26120367953598517,0.24113475177304963,1.872865275142315,2
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,5.0,95.0,141,34,9,95,12,25,0.42857142857142855,0.2647058823529412,0.8878504672897196,0.5762781748213304,0.32727272727272727,0.18329953590169423,0.24113475177304963,1.7773109243697478,2
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,10.0,90.0,141,34,8,101,6,26,0.5714285714285714,0.23529411764705882,0.9439252336448598,0.5896096756459593,0.3333333333333333,0.25636006324320076,0.24113475177304963,2.369747899159664,2
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,15.0,85.0,141,34,5,103,4,29,0.5555555555555556,0.14705882352941177,0.9626168224299065,0.5548378229796591,0.23255813953488372,0.1919257860607156,0.24113475177304963,2.3039215686274512,2
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,20.0,80.0,141,34,2,106,1,32,0.6666666666666666,0.058823529411764705,0.9906542056074766,0.5247388675096206,0.10810810810810811,0.14666989706145558,0.24113475177304963,2.764705882352941,2
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,0.0,100.0,141,34,23,73,34,11,0.40350877192982454,0.6764705882352942,0.6822429906542056,0.6793567894447499,0.5054945054945055,0.3126814328621457,0.24113475177304963,1.673374613003096,3
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,2.5,97.5,141,34,15,76,31,19,0.32608695652173914,0.4411764705882353,0.7102803738317757,0.5757284222100054,0.375,0.13819092791245646,0.24113475177304963,1.35230179028133,3
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,5.0,95.0,141,34,12,93,14,22,0.46153846153846156,0.35294117647058826,0.8691588785046729,0.6110500274876306,0.4000000000000001,0.24498777829048812,0.24113475177304963,1.9140271493212673,3
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,10.0,90.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,3
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,15.0,85.0,141,34,11,98,9,23,0.55,0.3235294117647059,0.9158878504672897,0.6197086311159978,0.4074074074074075,0.2935479992316772,0.24113475177304963,2.280882352941177,3
SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,20.0,80.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,3
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,0.0,100.0,141,34,23,69,38,11,0.3770491803278688,0.6764705882352942,0.6448598130841121,0.6606652006597031,0.4842105263157894,0.27744266840284126,0.24113475177304963,1.5636451301832208,3
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,2.5,97.5,141,34,17,72,35,17,0.3269230769230769,0.5,0.6728971962616822,0.5864485981308412,0.39534883720930236,0.1532931056575423,0.24113475177304963,1.3557692307692308,3
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,5.0,95.0,141,34,14,89,18,20,0.4375,0.4117647058823529,0.8317757009345794,0.6217702034084662,0.42424242424242425,0.24872196285207532,0.24113475177304963,1.8143382352941178,3
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,10.0,90.0,141,34,11,94,13,23,0.4583333333333333,0.3235294117647059,0.8785046728971962,0.6010170423309511,0.3793103448275862,0.22996272166813253,0.24113475177304963,1.9007352941176472,3
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,15.0,85.0,141,34,11,95,12,23,0.4782608695652174,0.3235294117647059,0.8878504672897196,0.6056899395272127,0.3859649122807018,0.24473161197242063,0.24113475177304963,1.983375959079284,3
SHAP_VEC_anchor_2,VEC;mag_moment_mean,2,20.0,80.0,141,34,8,95,12,26,0.4,0.23529411764705882,0.8878504672897196,0.5615722924683892,0.29629629629629634,0.1509868009825389,0.24113475177304963,1.6588235294117648,3
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,0.0,100.0,141,34,20,93,14,14,0.5882352941176471,0.5882352941176471,0.8691588785046729,0.7286970863111599,0.5882352941176471,0.45739417262231996,0.24113475177304963,2.439446366782007,3
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,2.5,97.5,141,34,12,97,10,22,0.5454545454545454,0.35294117647058826,0.9065420560747663,0.6297416162726773,0.42857142857142855,0.3058833415057133,0.24113475177304963,2.2620320855614975,3
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,5.0,95.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,3
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,10.0,90.0,141,34,7,101,6,27,0.5384615384615384,0.20588235294117646,0.9439252336448598,0.5749037932930181,0.2978723404255319,0.22150752978360622,0.24113475177304963,2.233031674208145,3
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,15.0,85.0,141,34,5,102,5,29,0.5,0.14705882352941177,0.9532710280373832,0.5501649257833975,0.22727272727272727,0.16719599465115612,0.24113475177304963,2.073529411764706,3
SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,20.0,80.0,141,34,4,102,5,30,0.4444444444444444,0.11764705882352941,0.9532710280373832,0.5354590434304562,0.18604651162790695,0.12410238797910933,0.24113475177304963,1.8431372549019607,3
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,0.0,100.0,141,34,22,73,34,12,0.39285714285714285,0.6470588235294118,0.6822429906542056,0.6646509070918087,0.4888888888888888,0.2878869604082542,0.24113475177304963,1.629201680672269,3
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,2.5,97.5,141,34,14,76,31,20,0.3111111111111111,0.4117647058823529,0.7102803738317757,0.5610225398570643,0.35443037974683544,0.11199786641597191,0.24113475177304963,1.2901960784313726,3
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,5.0,95.0,141,34,12,93,14,22,0.46153846153846156,0.35294117647058826,0.8691588785046729,0.6110500274876306,0.4000000000000001,0.24498777829048812,0.24113475177304963,1.9140271493212673,3
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,10.0,90.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,3
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,15.0,85.0,141,34,11,98,9,23,0.55,0.3235294117647059,0.9158878504672897,0.6197086311159978,0.4074074074074075,0.2935479992316772,0.24113475177304963,2.280882352941177,3
SHAP_VEC_anchor_3,VEC;mag_moment_mean;avg_d_valence_electrons,3,20.0,80.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,3
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,0.0,100.0,141,34,15,96,11,19,0.5769230769230769,0.4411764705882353,0.897196261682243,0.6691863661352391,0.5,0.37324251865790953,0.24113475177304963,2.3925339366515836,3
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,2.5,97.5,141,34,11,100,7,23,0.6111111111111112,0.3235294117647059,0.9345794392523364,0.6290544255085212,0.42307692307692313,0.3308608922770917,0.24113475177304963,2.5343137254901964,3
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,5.0,95.0,141,34,6,101,6,28,0.5,0.17647058823529413,0.9439252336448598,0.560197910940077,0.2608695652173913,0.18456837347029395,0.24113475177304963,2.073529411764706,3
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,10.0,90.0,141,34,5,106,1,29,0.8333333333333334,0.14705882352941177,0.9906542056074766,0.5688565145684442,0.25,0.29185280324582424,0.24113475177304963,3.4558823529411766,3
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,15.0,85.0,141,34,2,107,0,32,1.0,0.058823529411764705,1.0,0.5294117647058824,0.1111111111111111,0.21279431834822682,0.24113475177304963,4.147058823529412,3
SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;melting_point_mean;dSmix,4,20.0,80.0,141,34,0,107,0,34,0.0,0.0,1.0,0.5,0.0,0.0,0.24113475177304963,0.0,3
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,0.0,100.0,141,34,19,93,14,15,0.5757575757575758,0.5588235294117647,0.8691588785046729,0.7139912039582188,0.5671641791044776,0.43240272033065746,0.24113475177304963,2.3877005347593587,3
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,2.5,97.5,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,3
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,5.0,95.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,3
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,10.0,90.0,141,34,7,101,6,27,0.5384615384615384,0.20588235294117646,0.9439252336448598,0.5749037932930181,0.2978723404255319,0.22150752978360622,0.24113475177304963,2.233031674208145,3
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,15.0,85.0,141,34,5,102,5,29,0.5,0.14705882352941177,0.9532710280373832,0.5501649257833975,0.22727272727272727,0.16719599465115612,0.24113475177304963,2.073529411764706,3
SHAP_VEC_anchor_4,VEC;mag_moment_mean;avg_d_valence_electrons;melting_point_mean,4,20.0,80.0,141,34,4,102,5,30,0.4444444444444444,0.11764705882352941,0.9532710280373832,0.5354590434304562,0.18604651162790695,0.12410238797910933,0.24113475177304963,1.8431372549019607,3
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,0.0,100.0,141,34,22,73,34,12,0.39285714285714285,0.6470588235294118,0.6822429906542056,0.6646509070918087,0.4888888888888888,0.2878869604082542,0.24113475177304963,1.629201680672269,3
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,2.5,97.5,141,34,14,76,31,20,0.3111111111111111,0.4117647058823529,0.7102803738317757,0.5610225398570643,0.35443037974683544,0.11199786641597191,0.24113475177304963,1.2901960784313726,3
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,5.0,95.0,141,34,12,93,14,22,0.46153846153846156,0.35294117647058826,0.8691588785046729,0.6110500274876306,0.4000000000000001,0.24498777829048812,0.24113475177304963,1.9140271493212673,3
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,10.0,90.0,141,34,11,97,10,23,0.5238095238095238,0.3235294117647059,0.9065420560747663,0.6150357339197361,0.39999999999999997,0.2764355163057983,0.24113475177304963,2.1722689075630255,3
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,15.0,85.0,141,34,11,98,9,23,0.55,0.3235294117647059,0.9158878504672897,0.6197086311159978,0.4074074074074075,0.2935479992316772,0.24113475177304963,2.280882352941177,3
original_electronic_3,VEC;avg_d_valence_electrons;mag_moment_mean,3,20.0,80.0,141,34,8,98,9,26,0.47058823529411764,0.23529411764705882,0.9158878504672897,0.5755909840571742,0.3137254901960785,0.19860768025436662,0.24113475177304963,1.9515570934256057,3
HEA_VEC_sigma,VEC;sigma,2,0.0,100.0,141,34,24,71,36,10,0.4,0.7058823529411765,0.6635514018691588,0.6847168774051677,0.5106382978723405,0.31963165736828064,0.24113475177304963,1.6588235294117648,3
HEA_VEC_sigma,VEC;sigma,2,2.5,97.5,141,34,22,78,29,12,0.43137254901960786,0.6470588235294118,0.7289719626168224,0.6880153930731171,0.5176470588235293,0.334771445283072,0.24113475177304963,1.7889273356401385,3
HEA_VEC_sigma,VEC;sigma,2,5.0,95.0,141,34,16,81,26,18,0.38095238095238093,0.47058823529411764,0.7570093457943925,0.613798790544255,0.42105263157894735,0.21289072792148891,0.24113475177304963,1.5798319327731092,3
HEA_VEC_sigma,VEC;sigma,2,10.0,90.0,141,34,15,83,24,19,0.38461538461538464,0.4411764705882353,0.7757009345794392,0.6084387025838373,0.4109589041095891,0.20740215588994412,0.24113475177304963,1.5950226244343892,3
HEA_VEC_sigma,VEC;sigma,2,15.0,85.0,141,34,15,89,18,19,0.45454545454545453,0.4411764705882353,0.8317757009345794,0.6364760857614074,0.4477611940298507,0.2757712917715754,0.24113475177304963,1.8850267379679144,3
HEA_VEC_sigma,VEC;sigma,2,20.0,80.0,141,34,14,89,18,20,0.4375,0.4117647058823529,0.8317757009345794,0.6217702034084662,0.42424242424242425,0.24872196285207532,0.24113475177304963,1.8143382352941178,3
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,0.0,100.0,141,34,18,86,21,16,0.46153846153846156,0.5294117647058824,0.8037383177570093,0.6665750412314458,0.4931506849315069,0.3185949466902564,0.24113475177304963,1.9140271493212673,3
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,2.5,97.5,141,34,16,90,17,18,0.48484848484848486,0.47058823529411764,0.8411214953271028,0.6558548653106102,0.4776119402985075,0.31492914891134594,0.24113475177304963,2.0106951871657754,3
HEA_VEC_sigma_dHmix_dSmix,VEC;sigma;dHmix;dSmix,4,5.0,95.0,141,34,9,94,13,25,0.4090909090909091,0.2647058823529412,0.8785046728971962,0.5716052776250687,0.3214285714285714,0.1688190899623693,0.24113475177304963,1.6965240641711232,3
