repeat,outer_fold,objective,candidate,features,n_features,q_low,q_high,n,positives,TP,TN,FP,FN,precision,recall,specificity,balanced_accuracy,F1,MCC,base_rate,enrichment,bounds_json
0,6,robust_mcc,SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,0.0,100.0,128,32,22,82,14,10,0.6111111111111112,0.6875,0.8541666666666666,0.7708333333333333,0.6470588235294118,0.5216720300383333,0.25,2.4444444444444446,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 0.9892078375]}"
0,6,legacy_f1,SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,0.0,100.0,128,32,22,82,14,10,0.6111111111111112,0.6875,0.8541666666666666,0.7708333333333333,0.6470588235294118,0.5216720300383333,0.25,2.4444444444444446,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 0.9892078375]}"
0,7,robust_mcc,SHAP_top_4,avg_d_valence_electrons;mag_moment_mean;electronegativity_range;melting_point_mean,4,0.0,100.0,126,28,21,85,13,7,0.6176470588235294,0.75,0.8673469387755102,0.8086734693877551,0.6774193548387097,0.5782131711738867,0.2222222222222222,2.7794117647058827,"{""avg_d_valence_electrons"": [3.694703000000001, 7.01], ""electronegativity_range"": [0.28, 0.8099999999999998], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134], ""melting_point_mean"": [1533.84621781, 1866.894444444445]}"
0,7,legacy_f1,SHAP_top_4,avg_d_valence_electrons;mag_moment_mean;electronegativity_range;melting_point_mean,4,0.0,100.0,126,28,21,85,13,7,0.6176470588235294,0.75,0.8673469387755102,0.8086734693877551,0.6774193548387097,0.5782131711738867,0.2222222222222222,2.7794117647058827,"{""avg_d_valence_electrons"": [3.694703000000001, 7.01], ""electronegativity_range"": [0.28, 0.8099999999999998], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134], ""melting_point_mean"": [1533.84621781, 1866.894444444445]}"
0,8,robust_mcc,HEA_VEC_sigma,VEC;sigma,2,0.0,100.0,130,32,22,67,31,10,0.41509433962264153,0.6875,0.6836734693877551,0.6855867346938775,0.5176470588235295,0.3253731081193105,0.24615384615384617,1.6863207547169812,"{""VEC"": [6.42, 9.0651], ""sigma"": [0.3399483341407857, 18.13641543376212]}"
0,8,legacy_f1,SHAP_top_4,mag_moment_mean;avg_d_valence_electrons;nunfilled_mean;melting_point_mean,4,0.0,100.0,130,32,19,86,12,13,0.6129032258064516,0.59375,0.8775510204081632,0.7356505102040816,0.6031746031746031,0.47641778194476075,0.24615384615384617,2.4899193548387095,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134], ""melting_point_mean"": [1533.84621781, 1866.894444444445], ""nunfilled_mean"": [3.005, 4.848611]}"
0,9,robust_mcc,SHAP_top_3,avg_d_valence_electrons;mag_moment_mean;melting_point_mean,3,0.0,100.0,129,31,12,84,14,19,0.46153846153846156,0.3870967741935484,0.8571428571428571,0.6221198156682027,0.42105263157894735,0.26013856138048264,0.24031007751937986,1.9205955334987592,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134], ""melting_point_mean"": [1533.84621781, 1866.894444444445]}"
0,9,legacy_f1,SHAP_top_3,avg_d_valence_electrons;mag_moment_mean;melting_point_mean,3,0.0,100.0,129,31,12,84,14,19,0.46153846153846156,0.3870967741935484,0.8571428571428571,0.6221198156682027,0.42105263157894735,0.26013856138048264,0.24031007751937986,1.9205955334987592,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134], ""melting_point_mean"": [1533.84621781, 1866.894444444445]}"
0,10,robust_mcc,SHAP_top_2,mag_moment_mean;avg_d_valence_electrons,2,0.0,100.0,128,32,22,82,14,10,0.6111111111111112,0.6875,0.8541666666666666,0.7708333333333333,0.6470588235294118,0.5216720300383333,0.25,2.4444444444444446,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134]}"
0,10,legacy_f1,SHAP_top_3,mag_moment_mean;avg_d_valence_electrons;melting_point_mean,3,0.0,100.0,128,32,19,90,6,13,0.76,0.59375,0.9375,0.765625,0.6666666666666666,0.5802577264683458,0.25,3.04,"{""avg_d_valence_electrons"": [3.694703000000001, 7.195], ""mag_moment_mean"": [0.4453462461215974, 1.5841829155134], ""melting_point_mean"": [1533.84621781, 1866.894444444445]}"
1,1,robust_mcc,SHAP_top_2,mag_moment_mean;melting_point_mean,2,2.5,97.5,122,33,24,79,10,9,0.7058823529411765,0.7272727272727273,0.8876404494382022,0.8074565883554647,0.7164179104477613,0.6092351864535412,0.27049180327868855,2.6096256684491976,"{""mag_moment_mean"": [0.4552691231034483, 1.1082028531026795], ""melting_point_mean"": [1533.84621781, 1769.216568888889]}"
1,1,legacy_f1,SHAP_top_2,mag_moment_mean;melting_point_mean,2,2.5,97.5,122,33,24,79,10,9,0.7058823529411765,0.7272727272727273,0.8876404494382022,0.8074565883554647,0.7164179104477613,0.6092351864535412,0.27049180327868855,2.6096256684491976,"{""mag_moment_mean"": [0.4552691231034483, 1.1082028531026795], ""melting_point_mean"": [1533.84621781, 1769.216568888889]}"
1,2,robust_mcc,SHAP_VEC_anchor_2,VEC;avg_d_valence_electrons,2,10.0,90.0,124,26,16,62,36,10,0.3076923076923077,0.6153846153846154,0.6326530612244898,0.6240188383045526,0.4102564102564103,0.20462064364006322,0.20967741935483872,1.467455621301775,"{""VEC"": [6.6416, 9.0388], ""avg_d_valence_electrons"": [4.2799585, 7.1625000000000005]}"
1,2,legacy_f1,HEA_VEC_sigma,VEC;sigma,2,5.0,95.0,124,26,14,78,20,12,0.4117647058823529,0.5384615384615384,0.7959183673469388,0.6671899529042387,0.4666666666666667,0.30512596763806615,0.20967741935483872,1.9638009049773755,"{""VEC"": [6.4725, 9.05685], ""sigma"": [2.0866260880468515, 5.773165534299585]}"
