repeat,outer_fold,rule,n,positives,TP,TN,FP,FN,precision,recall,specificity,balanced_accuracy,F1,MCC,base_rate,enrichment
6,3,v2_nested_legacy_f1,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
6,3,v1_rederived,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
6,4,v2_nested,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
6,4,v2_nested_legacy_f1,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
6,4,v1_rederived,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
6,5,v2_nested,15,6,0,9,0,6,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
6,5,v2_nested_legacy_f1,15,6,0,9,0,6,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
6,5,v1_rederived,15,6,0,5,4,6,0.0,0.0,0.5555555555555556,0.2777777777777778,0.0,-0.4923659639173309,0.4,0.0
6,6,v2_nested,12,2,2,9,1,0,0.6666666666666666,1.0,0.9,0.95,0.8,0.7745966692414834,0.16666666666666666,4.0
6,6,v2_nested_legacy_f1,12,2,2,9,1,0,0.6666666666666666,1.0,0.9,0.95,0.8,0.7745966692414834,0.16666666666666666,4.0
6,6,v1_rederived,12,2,2,9,1,0,0.6666666666666666,1.0,0.9,0.95,0.8,0.7745966692414834,0.16666666666666666,4.0
6,7,v2_nested,13,3,2,9,1,1,0.6666666666666666,0.6666666666666666,0.9,0.7833333333333333,0.6666666666666666,0.5666666666666667,0.23076923076923078,2.8888888888888884
6,7,v2_nested_legacy_f1,13,3,1,9,1,2,0.5,0.3333333333333333,0.9,0.6166666666666667,0.4,0.27247463045653303,0.23076923076923078,2.1666666666666665
6,7,v1_rederived,13,3,2,10,0,1,1.0,0.6666666666666666,1.0,0.8333333333333333,0.8,0.778498944161523,0.23076923076923078,4.333333333333333
6,8,v2_nested,12,3,3,4,5,0,0.375,1.0,0.4444444444444444,0.7222222222222222,0.5454545454545454,0.408248290463863,0.25,1.5
6,8,v2_nested_legacy_f1,12,3,1,7,2,2,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.25,1.3333333333333333
6,8,v1_rederived,12,3,3,7,2,0,0.6,1.0,0.7777777777777778,0.8888888888888888,0.7499999999999999,0.6831300510639732,0.25,2.4
6,9,v2_nested,14,2,1,10,2,1,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666667,0.4,0.2842676218074806,0.14285714285714285,2.3333333333333335
6,9,v2_nested_legacy_f1,14,2,1,10,2,1,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666667,0.4,0.2842676218074806,0.14285714285714285,2.3333333333333335
6,9,v1_rederived,14,2,1,12,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.6793662204867574,0.14285714285714285,7.0
6,10,v2_nested,15,5,5,3,7,0,0.4166666666666667,1.0,0.3,0.65,0.5882352941176471,0.35355339059327373,0.3333333333333333,1.2500000000000002
6,10,v2_nested_legacy_f1,15,5,5,3,7,0,0.4166666666666667,1.0,0.3,0.65,0.5882352941176471,0.35355339059327373,0.3333333333333333,1.2500000000000002
6,10,v1_rederived,15,5,1,7,3,4,0.25,0.2,0.7,0.44999999999999996,0.22222222222222224,-0.10660035817780521,0.3333333333333333,0.75
7,1,v2_nested,19,1,1,14,4,0,0.2,1.0,0.7777777777777778,0.8888888888888888,0.33333333333333337,0.3944053188733077,0.05263157894736842,3.8000000000000003
7,1,v2_nested_legacy_f1,19,1,1,14,4,0,0.2,1.0,0.7777777777777778,0.8888888888888888,0.33333333333333337,0.3944053188733077,0.05263157894736842,3.8000000000000003
7,1,v1_rederived,19,1,1,16,2,0,0.3333333333333333,1.0,0.8888888888888888,0.9444444444444444,0.5,0.5443310539518174,0.05263157894736842,6.333333333333333
7,2,v2_nested,17,8,5,6,3,3,0.625,0.625,0.6666666666666666,0.6458333333333333,0.625,0.2916666666666667,0.47058823529411764,1.328125
7,2,v2_nested_legacy_f1,17,8,6,7,2,2,0.75,0.75,0.7777777777777778,0.7638888888888888,0.75,0.5277777777777778,0.47058823529411764,1.59375
7,2,v1_rederived,17,8,0,9,0,8,0.0,0.0,1.0,0.5,0.0,0.0,0.47058823529411764,0.0
7,3,v2_nested,14,2,0,12,0,2,0.0,0.0,1.0,0.5,0.0,0.0,0.14285714285714285,0.0
7,3,v2_nested_legacy_f1,14,2,0,12,0,2,0.0,0.0,1.0,0.5,0.0,0.0,0.14285714285714285,0.0
7,3,v1_rederived,14,2,0,12,0,2,0.0,0.0,1.0,0.5,0.0,0.0,0.14285714285714285,0.0
7,4,v2_nested,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
7,4,v2_nested_legacy_f1,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
7,4,v1_rederived,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
7,5,v2_nested,15,6,0,7,2,6,0.0,0.0,0.7777777777777778,0.3888888888888889,0.0,-0.3202563076101743,0.4,0.0
7,5,v2_nested_legacy_f1,15,6,0,7,2,6,0.0,0.0,0.7777777777777778,0.3888888888888889,0.0,-0.3202563076101743,0.4,0.0
7,5,v1_rederived,15,6,0,7,2,6,0.0,0.0,0.7777777777777778,0.3888888888888889,0.0,-0.3202563076101743,0.4,0.0
7,6,v2_nested,16,5,5,4,7,0,0.4166666666666667,1.0,0.36363636363636365,0.6818181818181819,0.5882352941176471,0.3892494720807615,0.3125,1.3333333333333335
7,6,v2_nested_legacy_f1,16,5,5,8,3,0,0.625,1.0,0.7272727272727273,0.8636363636363636,0.7692307692307693,0.674199862463242,0.3125,2.0
7,6,v1_rederived,16,5,1,8,3,4,0.25,0.2,0.7272727272727273,0.4636363636363636,0.22222222222222224,-0.0778498944161523,0.3125,0.8
7,7,v2_nested,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
7,7,v2_nested_legacy_f1,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
7,7,v1_rederived,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
7,8,v2_nested,13,3,2,5,5,1,0.2857142857142857,0.6666666666666666,0.5,0.5833333333333333,0.4,0.14085904245475275,0.23076923076923078,1.238095238095238
7,8,v2_nested_legacy_f1,13,3,2,5,5,1,0.2857142857142857,0.6666666666666666,0.5,0.5833333333333333,0.4,0.14085904245475275,0.23076923076923078,1.238095238095238
7,8,v1_rederived,13,3,2,5,5,1,0.2857142857142857,0.6666666666666666,0.5,0.5833333333333333,0.4,0.14085904245475275,0.23076923076923078,1.238095238095238
7,9,v2_nested,11,2,2,7,2,0,0.5,1.0,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.6236095644623235,0.18181818181818182,2.75
7,9,v2_nested_legacy_f1,11,2,0,7,2,2,0.0,0.0,0.7777777777777778,0.3888888888888889,0.0,-0.2222222222222222,0.18181818181818182,0.0
7,9,v1_rederived,11,2,2,7,2,0,0.5,1.0,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.6236095644623235,0.18181818181818182,2.75
7,10,v2_nested,12,3,2,9,0,1,1.0,0.6666666666666666,1.0,0.8333333333333333,0.8,0.7745966692414834,0.25,4.0
7,10,v2_nested_legacy_f1,12,3,1,9,0,2,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5222329678670935,0.25,4.0
7,10,v1_rederived,12,3,3,9,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,4.0
8,1,v2_nested,19,1,1,14,4,0,0.2,1.0,0.7777777777777778,0.8888888888888888,0.33333333333333337,0.3944053188733077,0.05263157894736842,3.8000000000000003
8,1,v2_nested_legacy_f1,19,1,1,14,4,0,0.2,1.0,0.7777777777777778,0.8888888888888888,0.33333333333333337,0.3944053188733077,0.05263157894736842,3.8000000000000003
8,1,v1_rederived,19,1,1,16,2,0,0.3333333333333333,1.0,0.8888888888888888,0.9444444444444444,0.5,0.5443310539518174,0.05263157894736842,6.333333333333333
8,2,v2_nested,17,8,0,9,0,8,0.0,0.0,1.0,0.5,0.0,0.0,0.47058823529411764,0.0
8,2,v2_nested_legacy_f1,17,8,4,5,4,4,0.5,0.5,0.5555555555555556,0.5277777777777778,0.5,0.05555555555555555,0.47058823529411764,1.0625
8,2,v1_rederived,17,8,0,9,0,8,0.0,0.0,1.0,0.5,0.0,0.0,0.47058823529411764,0.0
8,3,v2_nested,12,2,2,9,1,0,0.6666666666666666,1.0,0.9,0.95,0.8,0.7745966692414834,0.16666666666666666,4.0
8,3,v2_nested_legacy_f1,12,2,2,9,1,0,0.6666666666666666,1.0,0.9,0.95,0.8,0.7745966692414834,0.16666666666666666,4.0
8,3,v1_rederived,12,2,2,9,1,0,0.6666666666666666,1.0,0.9,0.95,0.8,0.7745966692414834,0.16666666666666666,4.0
8,4,v2_nested,12,2,0,9,1,2,0.0,0.0,0.9,0.45,0.0,-0.13483997249264842,0.16666666666666666,0.0
8,4,v2_nested_legacy_f1,12,2,0,9,1,2,0.0,0.0,0.9,0.45,0.0,-0.13483997249264842,0.16666666666666666,0.0
8,4,v1_rederived,12,2,0,10,0,2,0.0,0.0,1.0,0.5,0.0,0.0,0.16666666666666666,0.0
8,5,v2_nested,15,6,6,8,1,0,0.8571428571428571,1.0,0.8888888888888888,0.9444444444444444,0.923076923076923,0.8728715609439694,0.4,2.142857142857143
8,5,v2_nested_legacy_f1,15,6,6,8,1,0,0.8571428571428571,1.0,0.8888888888888888,0.9444444444444444,0.923076923076923,0.8728715609439694,0.4,2.142857142857143
8,5,v1_rederived,15,6,0,9,0,6,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
8,6,v2_nested,13,3,3,5,5,0,0.375,1.0,0.5,0.75,0.5454545454545454,0.4330127018922193,0.23076923076923078,1.625
8,6,v2_nested_legacy_f1,13,3,1,8,2,2,0.3333333333333333,0.3333333333333333,0.8,0.5666666666666667,0.3333333333333333,0.13333333333333333,0.23076923076923078,1.4444444444444442
8,6,v1_rederived,13,3,3,8,2,0,0.6,1.0,0.8,0.9,0.7499999999999999,0.6928203230275508,0.23076923076923078,2.5999999999999996
8,7,v2_nested,14,2,0,8,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.2581988897471611,0.14285714285714285,0.0
8,7,v2_nested_legacy_f1,14,2,0,8,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.2581988897471611,0.14285714285714285,0.0
8,7,v1_rederived,14,2,0,8,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,-0.2581988897471611,0.14285714285714285,0.0
8,8,v2_nested,12,3,2,7,2,1,0.5,0.6666666666666666,0.7777777777777778,0.7222222222222222,0.5714285714285715,0.408248290463863,0.25,2.0
8,8,v2_nested_legacy_f1,12,3,1,7,2,2,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.25,1.3333333333333333
8,8,v1_rederived,12,3,3,7,2,0,0.6,1.0,0.7777777777777778,0.8888888888888888,0.7499999999999999,0.6831300510639732,0.25,2.4
8,9,v2_nested,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
8,9,v2_nested_legacy_f1,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
8,9,v1_rederived,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
8,10,v2_nested,15,5,5,7,3,0,0.625,1.0,0.7,0.85,0.7692307692307693,0.6614378277661477,0.3333333333333333,1.875
8,10,v2_nested_legacy_f1,15,5,5,7,3,0,0.625,1.0,0.7,0.85,0.7692307692307693,0.6614378277661477,0.3333333333333333,1.875
8,10,v1_rederived,15,5,1,7,3,4,0.25,0.2,0.7,0.44999999999999996,0.22222222222222224,-0.10660035817780521,0.3333333333333333,0.75
9,1,v2_nested,19,1,1,14,4,0,0.2,1.0,0.7777777777777778,0.8888888888888888,0.33333333333333337,0.3944053188733077,0.05263157894736842,3.8000000000000003
9,1,v2_nested_legacy_f1,19,1,1,14,4,0,0.2,1.0,0.7777777777777778,0.8888888888888888,0.33333333333333337,0.3944053188733077,0.05263157894736842,3.8000000000000003
9,1,v1_rederived,19,1,1,16,2,0,0.3333333333333333,1.0,0.8888888888888888,0.9444444444444444,0.5,0.5443310539518174,0.05263157894736842,6.333333333333333
9,2,v2_nested,17,8,0,9,0,8,0.0,0.0,1.0,0.5,0.0,0.0,0.47058823529411764,0.0
9,2,v2_nested_legacy_f1,17,8,6,6,3,2,0.6666666666666666,0.75,0.6666666666666666,0.7083333333333333,0.7058823529411765,0.4166666666666667,0.47058823529411764,1.4166666666666665
9,2,v1_rederived,17,8,0,9,0,8,0.0,0.0,1.0,0.5,0.0,0.0,0.47058823529411764,0.0
9,3,v2_nested,12,3,1,9,0,2,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5222329678670935,0.25,4.0
9,3,v2_nested_legacy_f1,12,3,1,9,0,2,1.0,0.3333333333333333,1.0,0.6666666666666666,0.5,0.5222329678670935,0.25,4.0
9,3,v1_rederived,12,3,3,9,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,4.0
9,4,v2_nested,12,2,2,2,8,0,0.2,1.0,0.2,0.6,0.33333333333333337,0.2,0.16666666666666666,1.2000000000000002
9,4,v2_nested_legacy_f1,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
9,4,v1_rederived,12,2,1,10,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.674199862463242,0.16666666666666666,6.0
9,5,v2_nested,12,2,2,5,5,0,0.2857142857142857,1.0,0.5,0.75,0.4444444444444445,0.37796447300922725,0.16666666666666666,1.7142857142857142
9,5,v2_nested_legacy_f1,12,2,1,6,4,1,0.2,0.5,0.6,0.55,0.28571428571428575,0.07559289460184544,0.16666666666666666,1.2000000000000002
9,5,v1_rederived,12,2,1,5,5,1,0.16666666666666666,0.5,0.5,0.5,0.25,0.0,0.16666666666666666,1.0
9,6,v2_nested,12,2,0,10,0,2,0.0,0.0,1.0,0.5,0.0,0.0,0.16666666666666666,0.0
9,6,v2_nested_legacy_f1,12,2,0,10,0,2,0.0,0.0,1.0,0.5,0.0,0.0,0.16666666666666666,0.0
9,6,v1_rederived,12,2,2,10,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,6.0
9,7,v2_nested,15,6,0,9,0,6,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
9,7,v2_nested_legacy_f1,15,6,0,9,0,6,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
9,7,v1_rederived,15,6,0,9,0,6,0.0,0.0,1.0,0.5,0.0,0.0,0.4,0.0
9,8,v2_nested,14,2,1,10,2,1,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666667,0.4,0.2842676218074806,0.14285714285714285,2.3333333333333335
9,8,v2_nested_legacy_f1,14,2,1,10,2,1,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666667,0.4,0.2842676218074806,0.14285714285714285,2.3333333333333335
9,8,v1_rederived,14,2,1,12,0,1,1.0,0.5,1.0,0.75,0.6666666666666666,0.6793662204867574,0.14285714285714285,7.0
9,9,v2_nested,13,3,2,7,3,1,0.4,0.6666666666666666,0.7,0.6833333333333333,0.5,0.31754264805429416,0.23076923076923078,1.7333333333333334
9,9,v2_nested_legacy_f1,13,3,2,7,3,1,0.4,0.6666666666666666,0.7,0.6833333333333333,0.5,0.31754264805429416,0.23076923076923078,1.7333333333333334
9,9,v1_rederived,13,3,2,8,2,1,0.5,0.6666666666666666,0.8,0.7333333333333334,0.5714285714285715,0.42600643361512924,0.23076923076923078,2.1666666666666665
9,10,v2_nested,15,5,5,7,3,0,0.625,1.0,0.7,0.85,0.7692307692307693,0.6614378277661477,0.3333333333333333,1.875
9,10,v2_nested_legacy_f1,15,5,5,7,3,0,0.625,1.0,0.7,0.85,0.7692307692307693,0.6614378277661477,0.3333333333333333,1.875
9,10,v1_rederived,15,5,1,7,3,4,0.25,0.2,0.7,0.44999999999999996,0.22222222222222224,-0.10660035817780521,0.3333333333333333,0.75
