rule,balanced_accuracy_mean,balanced_accuracy_std,MCC_mean,MCC_std,F1_mean,F1_std,precision_mean,precision_std,recall_mean,recall_std,specificity_mean,specificity_std,enrichment_mean,enrichment_std
v1_rederived,0.6133864760857615,0.003971198998125217,0.25222983887278577,0.012341398060626242,0.40343658679135014,0.005853412311820958,0.4710769230769231,0.01629446326829579,0.35294117647058826,0.0,0.8738317757009346,0.007942397996250425,1.95358371040724,0.06757409767146189
v2_nested,0.6579026937877954,0.05233386475161442,0.29565639142974387,0.09270762108887134,0.47855779886234473,0.06932692813532658,0.43477559659055387,0.05727009211341321,0.5382352941176471,0.10921586228732252,0.7775700934579439,0.03960186562509837,1.8030399740961207,0.2375024408232724
v2_nested_legacy_f1,0.694172622319956,0.038788023954323535,0.37417596694114597,0.07467852335908114,0.5316079217221653,0.055629499733610664,0.503475295678488,0.06399983464985948,0.5705882352941176,0.0856932289545575,0.8177570093457943,0.0470910170025887,2.087941667372553,0.2654110789891231
